make,model,make_model,branch,date_of_sale,month,is_late_to_pay,is_late_to_pay_word,payment_expected,payment_actual,payment_ratio,payment_full,payment_full_word
Boxer,BM 100,Boxer BM 100,Migori,24/05/2021,May,0,NO,110331,110331,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,26/02/2021,February,0,NO,89375,89375,100,0,NO
Boxer,BM 150,Boxer BM 150,Mombasa,02/02/2021,February,0,NO,86827,86827,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,05/01/2021,January,0,NO,85005,85005,100,0,NO
TVS,STAR 100CC KS,TVS STAR 100CC KS,Bungoma,05/02/2021,February,0,NO,78784,78784,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,08/06/2021,June,0,NO,113159,113159,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Migori,01/04/2021,April,0,NO,96760,96760,100,0,NO
Boxer,BM 150,Boxer BM 150,Bungoma,29/04/2021,April,0,NO,120089,120089,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,22/01/2021,January,0,NO,74641,74641,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Migori,24/05/2021,May,0,NO,120462,120462,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,15/04/2021,April,1,YES,126757,18960,14.95775381,1,YES
Boxer,BM 150,Boxer BM 150,Mombasa,07/01/2021,January,0,NO,85544,85544,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,13/04/2021,April,0,NO,97777,97777,100,0,NO
TVS,STAR 100CC KS,TVS STAR 100CC KS,Bungoma,30/03/2021,March,0,NO,93337,93337,100,0,NO
Sonlink,125-A2,Sonlink 125-A2,Nairobi,05/03/2021,March,0,NO,87858,87858,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,04/01/2021,January,0,NO,82280,82280,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,31/05/2021,May,0,NO,121242,121242,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,07/04/2021,April,0,NO,90026,90026,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,26/01/2021,January,1,YES,129548,90338,69.73322629,1,YES
TVS,HLX 150CC,TVS HLX 150CC,Migori,16/01/2021,January,0,NO,89136,89136,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Migori,20/04/2021,April,1,YES,108048,15410,14.26217977,1,YES
TVS,HLX 150CC,TVS HLX 150CC,Kisumu,23/02/2021,February,0,NO,98288,98288,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Migori,23/02/2021,February,0,NO,111756,111756,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,29/03/2021,March,0,NO,112061,112061,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Bungoma,26/02/2021,February,0,NO,107472,107472,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,10/04/2021,April,0,NO,102983,102983,100,0,NO
TVS,HLX 150,TVS HLX 150,Mombasa,04/06/2021,June,0,NO,133165,133165,100,0,NO
Sonlink,150-KD,Sonlink 150-KD,Nairobi,21/01/2021,January,1,YES,111564,59825,53.62392887,1,YES
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,19/02/2021,February,0,NO,82126,82126,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,23/03/2021,March,1,YES,102874,17994,17.49130004,1,YES
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,17/04/2021,April,0,NO,119480,119480,100,0,NO
Boxer,BM 150,Boxer BM 150,Bungoma,19/04/2021,April,0,NO,118534,118534,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,15/01/2021,January,0,NO,88308,88308,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,30/01/2021,January,0,NO,80310,80310,100,0,NO
Boxer,BM X125,Boxer BM X125,Mombasa,29/04/2021,April,0,NO,108517,108517,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Migori,09/06/2021,June,0,NO,115216,115216,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Migori,21/01/2021,January,0,NO,44525,44525,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,20/04/2021,April,0,NO,99209,99209,100,0,NO
Boxer,BM 100,Boxer BM 100,Nairobi,24/03/2021,March,0,NO,95322,95322,100,0,NO
Boxer,BM 100,Boxer BM 100,Nairobi,21/06/2021,June,0,NO,112972,112972,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,30/04/2021,April,0,NO,115443,115443,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,12/02/2021,February,0,NO,85407,85407,100,0,NO
Boxer,BM 150,Boxer BM 150,Mombasa,16/04/2021,April,0,NO,87174,87174,100,0,NO
Boxer,BM 150,Boxer BM 150,Bungoma,12/04/2021,April,0,NO,120092,120092,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,01/02/2021,February,0,NO,93760,93760,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,14/04/2021,April,1,YES,110447,17150,15.52780972,1,YES
Boxer,BM 150,Boxer BM 150,Kisumu,11/01/2021,January,0,NO,80921,80921,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,22/04/2021,April,1,YES,106571,13734,12.88718319,1,YES
Boxer,BM 100,Boxer BM 100,Kisumu,29/04/2021,April,0,NO,104520,104520,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,08/03/2021,March,0,NO,91173,91173,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,16/04/2021,April,1,YES,114514,29495,25.75667604,1,YES
TVS,HLX 125CC,TVS HLX 125CC,Nairobi,07/05/2021,May,0,NO,76343,76343,100,0,NO
Sonlink,KC 150CC,Sonlink KC 150CC,Nairobi,27/01/2021,January,0,NO,79998,79998,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,27/02/2021,February,0,NO,98560,98560,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,23/02/2021,February,0,NO,76480,76480,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,30/04/2021,April,0,NO,72384,72384,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,24/04/2021,April,0,NO,128892,128892,100,0,NO
Sonlink,150-KD,Sonlink 150-KD,Bungoma,15/01/2021,January,0,NO,76280,76280,100,0,NO
Boxer,BM X125,Boxer BM X125,Mombasa,22/04/2021,April,0,NO,104306,104306,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,23/04/2021,April,0,NO,120843,120843,100,0,NO
Boxer,BM 150,Boxer BM 150,Kisumu,16/01/2021,January,0,NO,78287,78287,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,19/04/2021,April,0,NO,110424,110424,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Kisumu,06/01/2021,January,0,NO,74536,74536,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,04/06/2021,June,0,NO,105968,105968,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,05/01/2021,January,0,NO,82550,82550,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,24/05/2021,May,0,NO,113485,113485,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,21/04/2021,April,1,YES,128527,17570,13.6702794,1,YES
Boxer,BM 100,Boxer BM 100,Kisumu,27/03/2021,March,0,NO,95298,95298,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,01/02/2021,February,0,NO,81623,81623,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,06/01/2021,January,0,NO,56078,56078,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Migori,31/03/2021,March,0,NO,108751,108751,100,0,NO
Sonlink,150-KD,Sonlink 150-KD,Nairobi,08/02/2021,February,1,YES,91197,22910,25.1214404,1,YES
Boxer,BM 100,Boxer BM 100,Nairobi,15/02/2021,February,0,NO,80310,80310,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,25/02/2021,February,0,NO,83269,83269,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,04/01/2021,January,0,NO,92564,92564,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Migori,06/04/2021,April,0,NO,115069,115069,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,07/04/2021,April,0,NO,94268,94268,100,0,NO
TVS,HLX 150,TVS HLX 150,Migori,18/02/2021,February,0,NO,92103,92103,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,07/06/2021,June,0,NO,127474,127474,100,0,NO
TVS,STAR 100CC KS,TVS STAR 100CC KS,Bungoma,08/03/2021,March,0,NO,82777,82777,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,14/06/2021,June,0,NO,126754,126754,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Migori,26/03/2021,March,0,NO,102059,102059,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,02/03/2021,March,1,YES,119810,34103,28.46423504,1,YES
Boxer,BM X125,Boxer BM X125,Bungoma,10/05/2021,May,0,NO,115190,115190,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,13/01/2021,January,0,NO,73197,73197,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,19/01/2021,January,0,NO,78365,78365,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,07/05/2021,May,0,NO,125380,125380,100,0,NO
Boxer,BM 150,Boxer BM 150,Mombasa,16/04/2021,April,0,NO,115912,115912,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Kisumu,06/04/2021,April,0,NO,104280,104280,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,29/03/2021,March,0,NO,104817,104817,100,0,NO
Boxer,BM 150,Boxer BM 150,Mombasa,21/04/2021,April,0,NO,119222,119222,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,07/01/2021,January,1,YES,92930,17149,18.45367481,1,YES
Boxer,BM 150,Boxer BM 150,Mombasa,04/05/2021,May,0,NO,121674,121674,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,17/05/2021,May,0,NO,106987,106987,100,0,NO
TVS,King Duramax,TVS King Duramax,Mombasa,19/02/2021,February,0,NO,254990,254990,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Mombasa,09/02/2021,February,0,NO,90380,90380,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,28/04/2021,April,0,NO,119480,119480,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,09/01/2021,January,0,NO,60418,60418,100,0,NO
TVS,HLX 150,TVS HLX 150,Nairobi,04/01/2021,January,0,NO,84943,84943,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,23/04/2021,April,0,NO,120174,120174,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,17/06/2021,June,0,NO,131575,131575,100,0,NO
Sonlink,150-KB,Sonlink 150-KB,Nairobi,06/05/2021,May,1,YES,95590,13198,13.80688357,1,YES
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,27/03/2021,March,0,NO,109430,109430,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,02/06/2021,June,0,NO,106613,106613,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Migori,22/04/2021,April,0,NO,110165,110165,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,09/04/2021,April,0,NO,110606,110606,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,10/05/2021,May,0,NO,104665,104665,100,0,NO
TVS,HLX 150,TVS HLX 150,Nairobi,24/04/2021,April,0,NO,117032,117032,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Bungoma,30/06/2021,June,0,NO,134396,134396,100,0,NO
Sonlink,125-A2,Sonlink 125-A2,Nairobi,16/02/2021,February,0,NO,82204,82204,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,03/02/2021,February,0,NO,91157,91157,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,05/06/2021,June,0,NO,112036,112036,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,09/04/2021,April,0,NO,117447,117447,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,18/01/2021,January,0,NO,77118,77118,100,0,NO
Boxer,BM 150,Boxer BM 150,Kisumu,04/02/2021,February,0,NO,93426,93426,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Migori,25/03/2021,March,0,NO,97312,97312,100,0,NO
Sonlink,150-KD,Sonlink 150-KD,Mombasa,14/04/2021,April,1,YES,102756,17675,17.20094204,1,YES
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,10/02/2021,February,1,YES,95321,28087,29.46570011,1,YES
TVS,STAR 100CC KS,TVS STAR 100CC KS,Bungoma,07/06/2021,June,0,NO,108558,108558,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,29/05/2021,May,0,NO,122195,122195,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,12/04/2021,April,0,NO,115795,115795,100,0,NO
Boxer,BM 150,Boxer BM 150,Mombasa,21/06/2021,June,0,NO,132942,132942,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,26/04/2021,April,0,NO,94316,94316,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,02/06/2021,June,0,NO,112205,112205,100,0,NO
Boxer,BM X150,Boxer BM X150,Nairobi,24/05/2021,May,0,NO,130807,130807,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,18/01/2021,January,1,YES,127139,76680,60.31194205,1,YES
Sonlink,KC 150CC,Sonlink KC 150CC,Mombasa,15/04/2021,April,0,NO,96452,96452,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,27/01/2021,January,0,NO,81703,81703,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,09/01/2021,January,0,NO,70770,70770,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Migori,31/05/2021,May,0,NO,120462,120462,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,19/04/2021,April,0,NO,122939,122939,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,10/04/2021,April,0,NO,114050,114050,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Kisumu,31/05/2021,May,0,NO,109048,109048,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Kisumu,27/02/2021,February,0,NO,93068,93068,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,30/06/2021,June,0,NO,111471,111471,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,13/04/2021,April,0,NO,121199,121199,100,0,NO
Boxer,BM 150,Boxer BM 150,Mombasa,20/01/2021,January,0,NO,75310,75310,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,28/06/2021,June,0,NO,135942,135942,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,20/04/2021,April,0,NO,119187,119187,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,22/03/2021,March,1,YES,116816,44936,38.46733324,1,YES
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,10/06/2021,June,0,NO,131185,131185,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,09/04/2021,April,0,NO,94447,94447,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Migori,15/06/2021,June,1,YES,137259,10828,7.888735893,1,YES
Boxer,BM 100,Boxer BM 100,Migori,06/05/2021,May,0,NO,102983,102983,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,06/01/2021,January,0,NO,77358,77358,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,04/05/2021,May,1,YES,107666,10648,9.889844519,1,YES
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,13/05/2021,May,0,NO,113770,113770,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,30/04/2021,April,0,NO,104440,104440,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,14/01/2021,January,0,NO,78242,78242,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,18/01/2021,January,0,NO,74262,74262,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,15/01/2021,January,0,NO,800,800,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,30/04/2021,April,0,NO,100086,100086,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Migori,24/03/2021,March,0,NO,98296,98296,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Nairobi,16/03/2021,March,0,NO,89082,89082,100,0,NO
Boxer,BM 150,Boxer BM 150,Bungoma,08/01/2021,January,0,NO,99490,99490,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,04/01/2021,January,0,NO,71406,71406,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,17/05/2021,May,0,NO,126674,126674,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,31/05/2021,May,1,YES,117725,3487,2.961987683,1,YES
Boxer,BM 150,Boxer BM 150,Nairobi,14/04/2021,April,0,NO,104035,104035,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,16/06/2021,June,1,YES,143213,17560,12.26145671,1,YES
TVS,HLX 125CC,TVS HLX 125CC,Migori,09/02/2021,February,0,NO,92385,92385,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,07/06/2021,June,0,NO,109048,109048,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,14/04/2021,April,0,NO,100448,100448,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,11/01/2021,January,0,NO,71723,71723,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,29/03/2021,March,0,NO,112061,112061,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,20/04/2021,April,0,NO,101894,101894,100,0,NO
Boxer,BM X125,Boxer BM X125,Mombasa,20/04/2021,April,0,NO,110926,110926,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,02/03/2021,March,0,NO,70040,70040,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,31/05/2021,May,0,NO,106959,106959,100,0,NO
TVS,King,TVS King,Mombasa,21/01/2021,January,0,NO,300050,300050,100,0,NO
Boxer,BM 150,Boxer BM 150,Kisumu,13/04/2021,April,0,NO,118992,118992,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Migori,13/03/2021,March,0,NO,96609,96609,100,0,NO
TVS,STAR 100CC KS,TVS STAR 100CC KS,Bungoma,03/03/2021,March,0,NO,95010,95010,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Bungoma,04/01/2021,January,0,NO,76134,76134,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,08/04/2021,April,0,NO,119244,119244,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Kisumu,07/04/2021,April,0,NO,91496,91496,100,0,NO
Boxer,BM 150,Boxer BM 150,Mombasa,22/04/2021,April,0,NO,120062,120062,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,07/06/2021,June,0,NO,103315,103315,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,08/02/2021,February,0,NO,83620,83620,100,0,NO
Sonlink,125-A1,Sonlink 125-A1,Kisumu,25/02/2021,February,1,YES,79383,10976,13.82663795,1,YES
Boxer,BM 100,Boxer BM 100,Bungoma,02/06/2021,June,0,NO,109131,109131,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,03/03/2021,March,0,NO,93955,93955,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,12/02/2021,February,0,NO,99603,99603,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,19/04/2021,April,0,NO,99672,99672,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Kisumu,25/03/2021,March,0,NO,99452,99452,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,13/01/2021,January,1,YES,106350,34400,32.34602727,1,YES
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,07/04/2021,April,0,NO,115248,115248,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,12/04/2021,April,1,YES,126585,18716,14.78532212,1,YES
Boxer,BM 150,Boxer BM 150,Kisumu,11/05/2021,May,0,NO,126757,126757,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Bungoma,10/02/2021,February,0,NO,91690,91690,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,26/01/2021,January,1,YES,70425,4805,6.8228612,1,YES
TVS,HLX 125CC,TVS HLX 125CC,Migori,01/04/2021,April,0,NO,113035,113035,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,22/01/2021,January,0,NO,75594,75594,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Nairobi,31/05/2021,May,0,NO,113388,113388,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,10/03/2021,March,0,NO,87971,87971,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Mombasa,15/04/2021,April,1,YES,109643,6648,6.063314575,1,YES
Boxer,BM 150,Boxer BM 150,Nairobi,03/06/2021,June,0,NO,128854,128854,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Nairobi,15/04/2021,April,0,NO,98784,98784,100,0,NO
TVS,HLX 150,TVS HLX 150,Nairobi,02/03/2021,March,0,NO,103559,103559,100,0,NO
Sonlink,150-KD,Sonlink 150-KD,Mombasa,28/04/2021,April,0,NO,99895,99895,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,02/03/2021,March,0,NO,88128,88128,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,23/06/2021,June,0,NO,76305,76305,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,19/01/2021,January,0,NO,78784,78784,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,19/01/2021,January,0,NO,92144,92144,100,0,NO
Boxer,BM 100,Boxer BM 100,Nairobi,09/01/2021,January,0,NO,71968,71968,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Kisumu,10/05/2021,May,0,NO,102527,102527,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,21/06/2021,June,0,NO,137779,137779,100,0,NO
Boxer,BM X150,Boxer BM X150,Mombasa,26/04/2021,April,0,NO,119791,119791,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,24/05/2021,May,0,NO,106124,106124,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,04/01/2021,January,0,NO,77440,77440,100,0,NO
Sonlink,150-KD,Sonlink 150-KD,Nairobi,17/02/2021,February,0,NO,71922,71922,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Kisumu,18/06/2021,June,0,NO,123389,123389,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,24/04/2021,April,0,NO,121246,121246,100,0,NO
Boxer,BM 100,Boxer BM 100,Mombasa,05/05/2021,May,1,YES,102873,32835,31.91799598,1,YES
Boxer,BM 150,Boxer BM 150,Nairobi,14/04/2021,April,0,NO,123083,123083,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,21/05/2021,May,1,YES,110335,12874,11.66810169,1,YES
Boxer,BM 150,Boxer BM 150,Nairobi,13/04/2021,April,0,NO,115102,115102,100,0,NO
Sonlink,125-A1,Sonlink 125-A1,Bungoma,19/05/2021,May,0,NO,106348,106348,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,20/01/2021,January,0,NO,77044,77044,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,10/04/2021,April,0,NO,96760,96760,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,20/01/2021,January,0,NO,85544,85544,100,0,NO
Boxer,BM 100,Boxer BM 100,Nairobi,04/06/2021,June,0,NO,106406,106406,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,16/01/2021,January,0,NO,81437,81437,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,26/04/2021,April,0,NO,99909,99909,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Kisumu,12/05/2021,May,0,NO,107512,107512,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,03/06/2021,June,0,NO,128580,128580,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Migori,20/04/2021,April,0,NO,106504,106504,100,0,NO
Sonlink,150-KB,Sonlink 150-KB,Nairobi,02/06/2021,June,0,NO,103086,103086,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,20/02/2021,February,0,NO,96416,96416,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,06/01/2021,January,0,NO,79818,79818,100,0,NO
TVS,HLX 150,TVS HLX 150,Nairobi,05/01/2021,January,0,NO,82750,82750,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,01/02/2021,February,0,NO,71356,71356,100,0,NO
Boxer,BM 100,Boxer BM 100,Nairobi,26/01/2021,January,0,NO,69943,69943,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,18/05/2021,May,1,YES,143290,31600,22.05317887,1,YES
TVS,STAR 100CC KS,TVS STAR 100CC KS,Bungoma,30/04/2021,April,0,NO,105539,105539,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,19/05/2021,May,0,NO,125506,125506,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,27/05/2021,May,1,YES,135760,15771,11.61682381,1,YES
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,06/05/2021,May,1,YES,132090,18778,14.2160648,1,YES
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,24/06/2021,June,0,NO,137595,137595,100,0,NO
Sonlink,KC 150CC,Sonlink KC 150CC,Nairobi,08/04/2021,April,0,NO,63400,63400,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,16/04/2021,April,0,NO,94455,94455,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,26/04/2021,April,0,NO,127867,127867,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,16/04/2021,April,0,NO,109592,109592,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Kisumu,27/03/2021,March,0,NO,93122,93122,100,0,NO
Boxer,BM X150,Boxer BM X150,Nairobi,09/02/2021,February,0,NO,64522,64522,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,18/05/2021,May,0,NO,104562,104562,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Bungoma,27/01/2021,January,1,YES,110010,31798,28.90464503,1,YES
Boxer,BM 100,Boxer BM 100,Migori,25/03/2021,March,0,NO,68663,68663,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,06/04/2021,April,0,NO,103266,103266,100,0,NO
Boxer,BM 100 ES,Boxer BM 100 ES,Nairobi,09/01/2021,January,0,NO,72772,72772,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,03/06/2021,June,0,NO,111472,111472,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,29/04/2021,April,0,NO,101446,101446,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,21/06/2021,June,0,NO,112849,112849,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,22/04/2021,April,0,NO,117822,117822,100,0,NO
Sonlink,KC 150CC,Sonlink KC 150CC,Nairobi,06/01/2021,January,0,NO,73586,73586,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,29/03/2021,March,0,NO,111324,111324,100,0,NO
